state_cL,ftype_cL,fsource_cL,fsink_cL,cL,pscL,state_pscL,ftype_pscL,fsource_pscL,fsink_pscL,c,psc,empty
UT,Inflow,Atmosphere,Zone Land System,Precipitation-UT,Precipitation on Lakes-CA,CA,Inflow,Atmosphere,Zone Surface Water,http://purl.org/iow/WaterBudgetingFramework/Precipitation-UT,http://purl.org/iow/WaterBudgetingFramework/PrecipitationOnLakes-CA,NA
WY,Inflow,Atmosphere,Zone Surface Water,Precipitation-WY,Precipitation on Lakes-CA,CA,Inflow,Atmosphere,Zone Surface Water,http://purl.org/iow/WaterBudgetingFramework/Precipitation-WY,http://purl.org/iow/WaterBudgetingFramework/PrecipitationOnLakes-CA,NA
NM,Outflow,Zone Land System,Atmosphere,Irrigated Agriculture Depletions-NMOSE,Agricultural and Municipal Depletions-UT,UT,Outflow,Zone Groundwater,Atmosphere,http://purl.org/iow/WaterBudgetingFramework/IrrigatedAgricultureDepletions-NMOSE,http://purl.org/iow/WaterBudgetingFramework/AgriculturalAndMunicipalDepletions-UT,NA
NM,Outflow,Zone Land System,Atmosphere,Irrigated Agriculture Depletions-NMOSE,Agricultural and Municipal Depletions-UT,UT,Outflow,Zone Surface Water,Atmosphere,http://purl.org/iow/WaterBudgetingFramework/IrrigatedAgricultureDepletions-NMOSE,http://purl.org/iow/WaterBudgetingFramework/AgriculturalAndMunicipalDepletions-UT,NA
NM,Outflow,Zone Land System,Atmosphere,Irrigated Agriculture Depletions-NMOSE,Applied Water-CA,CA,Internal Transfer,Zone Land System,Zone Land System,http://purl.org/iow/WaterBudgetingFramework/IrrigatedAgricultureDepletions-NMOSE,http://purl.org/iow/WaterBudgetingFramework/AppliedWater-CA,NA
WY,NA,Zone Groundwater,Zone Land System,Domestic Total Use-WY,Public Water Supply-NMOSE,NM,Internal Transfer,Zone Groundwater,Zone Land System,http://purl.org/iow/WaterBudgetingFramework/DomesticTotalUse-WY,http://purl.org/iow/WaterBudgetingFramework/PublicWaterSupply-NMOSE,NA
WY,NA,Zone Groundwater,Zone Land System,Domestic Total Use-WY,Public Water Supply-NMOSE,NM,Internal Transfer,Zone Surface Water,Zone Land System,http://purl.org/iow/WaterBudgetingFramework/DomesticTotalUse-WY,http://purl.org/iow/WaterBudgetingFramework/PublicWaterSupply-NMOSE,NA
NM,Outflow,Zone Surface Water,Atmosphere,Evaporation from Reservoirs-NMOSE,Lake Evaporation-CA,CA,Outflow,Zone Surface Water,Atmosphere,http://purl.org/iow/WaterBudgetingFramework/EvaporationFromReservoirs-NMOSE,http://purl.org/iow/WaterBudgetingFramework/LakeEvaporation-CA,NA
CA,Outflow,Zone Surface Water,Atmosphere,Lake Evaporation-CA,Evaporation from Reservoirs-NMOSE,NM,Outflow,Zone Surface Water,Atmosphere,http://purl.org/iow/WaterBudgetingFramework/LakeEvaporation-CA,http://purl.org/iow/WaterBudgetingFramework/EvaporationFromReservoirs-NMOSE,NA
CA,Outflow,Zone Groundwater,External Groundwater,Groundwater Export-CA,Exports-CO,CO,Outflow,Zone Groundwater,External Surface Water,http://purl.org/iow/WaterBudgetingFramework/GroundwaterExport-CA,http://purl.org/iow/WaterBudgetingFramework/Exports-CO,NA
CA,Outflow,Zone Groundwater,External Groundwater,Groundwater Export-CA,Exports-CO,CO,Outflow,Zone Surface Water,External Surface Water,http://purl.org/iow/WaterBudgetingFramework/GroundwaterExport-CA,http://purl.org/iow/WaterBudgetingFramework/Exports-CO,NA
CA,Outflow,Zone Groundwater,External Groundwater,Groundwater Export-CA,Exports-CO,CO,Outflow,Zone Groundwater,External Groundwater,http://purl.org/iow/WaterBudgetingFramework/GroundwaterExport-CA,http://purl.org/iow/WaterBudgetingFramework/Exports-CO,NA
CA,Outflow,Zone Groundwater,External Groundwater,Groundwater Export-CA,Exports-CO,CO,Outflow,Zone Surface Water,External Groundwater,http://purl.org/iow/WaterBudgetingFramework/GroundwaterExport-CA,http://purl.org/iow/WaterBudgetingFramework/Exports-CO,NA
CA,Outflow,Zone Groundwater,External Groundwater,Stored Water Export-CA,Exports-CO,CO,Outflow,Zone Groundwater,External Surface Water,http://purl.org/iow/WaterBudgetingFramework/StoredWaterExport-CA,http://purl.org/iow/WaterBudgetingFramework/Exports-CO,NA
CA,Outflow,Zone Groundwater,External Groundwater,Stored Water Export-CA,Exports-CO,CO,Outflow,Zone Surface Water,External Surface Water,http://purl.org/iow/WaterBudgetingFramework/StoredWaterExport-CA,http://purl.org/iow/WaterBudgetingFramework/Exports-CO,NA
CA,Outflow,Zone Groundwater,External Groundwater,Stored Water Export-CA,Exports-CO,CO,Outflow,Zone Groundwater,External Groundwater,http://purl.org/iow/WaterBudgetingFramework/StoredWaterExport-CA,http://purl.org/iow/WaterBudgetingFramework/Exports-CO,NA
CA,Outflow,Zone Groundwater,External Groundwater,Stored Water Export-CA,Exports-CO,CO,Outflow,Zone Surface Water,External Groundwater,http://purl.org/iow/WaterBudgetingFramework/StoredWaterExport-CA,http://purl.org/iow/WaterBudgetingFramework/Exports-CO,NA
CA,Outflow,Zone Surface Water,External Surface Water,Surface Water Exports-CA,Exports-CO,CO,Outflow,Zone Groundwater,External Surface Water,http://purl.org/iow/WaterBudgetingFramework/SurfaceWaterExports-CA,http://purl.org/iow/WaterBudgetingFramework/Exports-CO,NA
CA,Outflow,Zone Surface Water,External Surface Water,Surface Water Exports-CA,Exports-CO,CO,Outflow,Zone Surface Water,External Surface Water,http://purl.org/iow/WaterBudgetingFramework/SurfaceWaterExports-CA,http://purl.org/iow/WaterBudgetingFramework/Exports-CO,NA
CA,Outflow,Zone Surface Water,External Surface Water,Surface Water Exports-CA,Exports-CO,CO,Outflow,Zone Groundwater,External Groundwater,http://purl.org/iow/WaterBudgetingFramework/SurfaceWaterExports-CA,http://purl.org/iow/WaterBudgetingFramework/Exports-CO,NA
CA,Outflow,Zone Surface Water,External Surface Water,Surface Water Exports-CA,Exports-CO,CO,Outflow,Zone Surface Water,External Groundwater,http://purl.org/iow/WaterBudgetingFramework/SurfaceWaterExports-CA,http://purl.org/iow/WaterBudgetingFramework/Exports-CO,NA
CO,Outflow,Zone Surface Water,External Surface Water,Gaged Surface Water Outflow-CO,Stream Outflow-CA,CA,Outflow,Zone Surface Water,External Surface Water,http://purl.org/iow/WaterBudgetingFramework/GagedSurfaceWaterOutflow-CO,http://purl.org/iow/WaterBudgetingFramework/StreamOutfow-CA,NA
NM,Internal Transfer,Zone Groundwater,Zone Land System,Industrial-NMOSE,Municipal and Industrial Consumptive Use-CO,CO,Outflow,Zone Groundwater,Atmosphere,http://purl.org/iow/WaterBudgetingFramework/Industrial-NMOSE,http://purl.org/iow/WaterBudgetingFramework/MunicipalAndIndustrialConsumptiveUse-CO,NA
NM,Internal Transfer,Zone Groundwater,Zone Land System,Industrial-NMOSE,Municipal and Industrial Consumptive Use-CO,CO,Outflow,Zone Surface Water,Atmosphere,http://purl.org/iow/WaterBudgetingFramework/Industrial-NMOSE,http://purl.org/iow/WaterBudgetingFramework/MunicipalAndIndustrialConsumptiveUse-CO,NA
NM,Internal Transfer,Zone Groundwater,Zone Land System,Industrial-NMOSE,Applied Water-CA,CA,Internal Transfer,Zone Land System,Zone Land System,http://purl.org/iow/WaterBudgetingFramework/Industrial-NMOSE,http://purl.org/iow/WaterBudgetingFramework/AppliedWater-CA,NA
NM,Internal Transfer,Zone Groundwater,Zone Land System,Industrial-NMOSE,Industrial Consumptive Use-WY,WY,Outflow,Zone Groundwater,Atmosphere,http://purl.org/iow/WaterBudgetingFramework/Industrial-NMOSE,http://purl.org/iow/WaterBudgetingFramework/IndustrialConsumptiveUse-WY,NA
NM,Internal Transfer,Zone Groundwater,Zone Land System,Industrial-NMOSE,Industrial Consumptive Use-WY,WY,Outflow,Zone Surface Water,Atmosphere,http://purl.org/iow/WaterBudgetingFramework/Industrial-NMOSE,http://purl.org/iow/WaterBudgetingFramework/IndustrialConsumptiveUse-WY,NA
NM,Internal Transfer,Zone Groundwater,Zone Land System,Industrial-NMOSE,Industrial Total Use-WY,WY,Internal Transfer,Zone Groundwater,Zone Land System,http://purl.org/iow/WaterBudgetingFramework/Industrial-NMOSE,http://purl.org/iow/WaterBudgetingFramework/IndustrialTotalUse-WY,NA
NM,Internal Transfer,Zone Groundwater,Zone Land System,Industrial-NMOSE,Industrial Total Use-WY,WY,Internal Transfer,Zone Surface Water,Zone Land System,http://purl.org/iow/WaterBudgetingFramework/Industrial-NMOSE,http://purl.org/iow/WaterBudgetingFramework/IndustrialTotalUse-WY,NA
WY,Outflow,Zone Groundwater,Atmosphere,Industrial Consumptive Use-WY,Groundwater Extraction-CA,CA,Internal Transfer,Zone Groundwater,Zone Land System,http://purl.org/iow/WaterBudgetingFramework/IndustrialConsumptiveUse-WY,http://purl.org/iow/WaterBudgetingFramework/GroundwaterExtraction-CA,NA
WY,Outflow,Zone Surface Water,Atmosphere,Industrial Consumptive Use-WY,Groundwater Extraction-CA,CA,Internal Transfer,Zone Groundwater,Zone Land System,http://purl.org/iow/WaterBudgetingFramework/IndustrialConsumptiveUse-WY,http://purl.org/iow/WaterBudgetingFramework/GroundwaterExtraction-CA,NA
WY,Outflow,Zone Groundwater,Atmosphere,Industrial Consumptive Use-WY,Surface Water Diversions-CA,CA,Internal Transfer,Zone Surface Water,Zone Surface Water,http://purl.org/iow/WaterBudgetingFramework/IndustrialConsumptiveUse-WY,http://purl.org/iow/WaterBudgetingFramework/SurfaceWaterDiversions-CA,NA
WY,Outflow,Zone Surface Water,Atmosphere,Industrial Consumptive Use-WY,Surface Water Diversions-CA,CA,Internal Transfer,Zone Surface Water,Zone Surface Water,http://purl.org/iow/WaterBudgetingFramework/IndustrialConsumptiveUse-WY,http://purl.org/iow/WaterBudgetingFramework/SurfaceWaterDiversions-CA,NA
WY,Outflow,Zone Groundwater,Atmosphere,Industrial Consumptive Use-WY,Municipal and Industrial Diversions-UT,UT,Internal Transfer,Zone Groundwater,Zone Land System,http://purl.org/iow/WaterBudgetingFramework/IndustrialConsumptiveUse-WY,http://purl.org/iow/WaterBudgetingFramework/MunicipalAndIndustrialDiversions-UT,NA
WY,Outflow,Zone Surface Water,Atmosphere,Industrial Consumptive Use-WY,Municipal and Industrial Diversions-UT,UT,Internal Transfer,Zone Groundwater,Zone Land System,http://purl.org/iow/WaterBudgetingFramework/IndustrialConsumptiveUse-WY,http://purl.org/iow/WaterBudgetingFramework/MunicipalAndIndustrialDiversions-UT,NA
WY,Outflow,Zone Groundwater,Atmosphere,Industrial Consumptive Use-WY,Municipal and Industrial Diversions-UT,UT,Internal Transfer,Zone Surface Water,Zone Land System,http://purl.org/iow/WaterBudgetingFramework/IndustrialConsumptiveUse-WY,http://purl.org/iow/WaterBudgetingFramework/MunicipalAndIndustrialDiversions-UT,NA
WY,Outflow,Zone Surface Water,Atmosphere,Industrial Consumptive Use-WY,Municipal and Industrial Diversions-UT,UT,Internal Transfer,Zone Surface Water,Zone Land System,http://purl.org/iow/WaterBudgetingFramework/IndustrialConsumptiveUse-WY,http://purl.org/iow/WaterBudgetingFramework/MunicipalAndIndustrialDiversions-UT,NA
WY,Outflow,Zone Groundwater,Atmosphere,Industrial Consumptive Use-WY,Industrial-NMOSE,NM,Internal Transfer,Zone Groundwater,Zone Land System,http://purl.org/iow/WaterBudgetingFramework/IndustrialConsumptiveUse-WY,http://purl.org/iow/WaterBudgetingFramework/Industrial-NMOSE,NA
WY,Outflow,Zone Surface Water,Atmosphere,Industrial Consumptive Use-WY,Industrial-NMOSE,NM,Internal Transfer,Zone Groundwater,Zone Land System,http://purl.org/iow/WaterBudgetingFramework/IndustrialConsumptiveUse-WY,http://purl.org/iow/WaterBudgetingFramework/Industrial-NMOSE,NA
WY,Outflow,Zone Groundwater,Atmosphere,Industrial Consumptive Use-WY,Mining-NMOSE,NM,Internal Transfer,Zone Groundwater,Zone Land System,http://purl.org/iow/WaterBudgetingFramework/IndustrialConsumptiveUse-WY,http://purl.org/iow/WaterBudgetingFramework/Mining-NMOSE,NA
WY,Outflow,Zone Surface Water,Atmosphere,Industrial Consumptive Use-WY,Mining-NMOSE,NM,Internal Transfer,Zone Groundwater,Zone Land System,http://purl.org/iow/WaterBudgetingFramework/IndustrialConsumptiveUse-WY,http://purl.org/iow/WaterBudgetingFramework/Mining-NMOSE,NA
WY,Outflow,Zone Groundwater,Atmosphere,Industrial Consumptive Use-WY,Mining-NMOSE,NM,Internal Transfer,Zone Surface Water,Zone Land System,http://purl.org/iow/WaterBudgetingFramework/IndustrialConsumptiveUse-WY,http://purl.org/iow/WaterBudgetingFramework/Mining-NMOSE,NA
WY,Outflow,Zone Surface Water,Atmosphere,Industrial Consumptive Use-WY,Mining-NMOSE,NM,Internal Transfer,Zone Surface Water,Zone Land System,http://purl.org/iow/WaterBudgetingFramework/IndustrialConsumptiveUse-WY,http://purl.org/iow/WaterBudgetingFramework/Mining-NMOSE,NA
WY,Outflow,Zone Groundwater,Atmosphere,Industrial Consumptive Use-WY,Industrial: Mine Production-WY,WY,Internal Transfer,Zone Groundwater,Zone Land System,http://purl.org/iow/WaterBudgetingFramework/IndustrialConsumptiveUse-WY,http://purl.org/iow/WaterBudgetingFramework/Industrial%3AMineProduction-WY,NA
WY,Outflow,Zone Surface Water,Atmosphere,Industrial Consumptive Use-WY,Industrial: Mine Production-WY,WY,Internal Transfer,Zone Groundwater,Zone Land System,http://purl.org/iow/WaterBudgetingFramework/IndustrialConsumptiveUse-WY,http://purl.org/iow/WaterBudgetingFramework/Industrial%3AMineProduction-WY,NA
WY,Outflow,Zone Groundwater,Atmosphere,Industrial Consumptive Use-WY,Industrial: Mine Production-WY,WY,Internal Transfer,Zone Surface Water,Zone Land System,http://purl.org/iow/WaterBudgetingFramework/IndustrialConsumptiveUse-WY,http://purl.org/iow/WaterBudgetingFramework/Industrial%3AMineProduction-WY,NA
WY,Outflow,Zone Surface Water,Atmosphere,Industrial Consumptive Use-WY,Industrial: Mine Production-WY,WY,Internal Transfer,Zone Surface Water,Zone Land System,http://purl.org/iow/WaterBudgetingFramework/IndustrialConsumptiveUse-WY,http://purl.org/iow/WaterBudgetingFramework/Industrial%3AMineProduction-WY,NA
WY,Outflow,Zone Groundwater,Atmosphere,Industrial Consumptive Use-WY,Power-NMOSE,NM,Internal Transfer,Zone Groundwater,Zone Land System,http://purl.org/iow/WaterBudgetingFramework/IndustrialConsumptiveUse-WY,http://purl.org/iow/WaterBudgetingFramework/Power-NMOSE,NA
WY,Outflow,Zone Surface Water,Atmosphere,Industrial Consumptive Use-WY,Power-NMOSE,NM,Internal Transfer,Zone Groundwater,Zone Land System,http://purl.org/iow/WaterBudgetingFramework/IndustrialConsumptiveUse-WY,http://purl.org/iow/WaterBudgetingFramework/Power-NMOSE,NA
WY,Outflow,Zone Groundwater,Atmosphere,Industrial Consumptive Use-WY,Power-NMOSE,NM,Internal Transfer,Zone Surface Water,Zone Land System,http://purl.org/iow/WaterBudgetingFramework/IndustrialConsumptiveUse-WY,http://purl.org/iow/WaterBudgetingFramework/Power-NMOSE,NA
WY,Outflow,Zone Surface Water,Atmosphere,Industrial Consumptive Use-WY,Power-NMOSE,NM,Internal Transfer,Zone Surface Water,Zone Land System,http://purl.org/iow/WaterBudgetingFramework/IndustrialConsumptiveUse-WY,http://purl.org/iow/WaterBudgetingFramework/Power-NMOSE,NA
WY,Outflow,Zone Groundwater,Atmosphere,Industrial Consumptive Use-WY,Municipal and Industrial Depeltion-UT,UT,Outflow,Zone Groundwater,Atmosphere,http://purl.org/iow/WaterBudgetingFramework/IndustrialConsumptiveUse-WY,http://purl.org/iow/WaterBudgetingFramework/MunicipalAndIndustrialDepeltion-UT,NA
WY,Outflow,Zone Surface Water,Atmosphere,Industrial Consumptive Use-WY,Municipal and Industrial Depeltion-UT,UT,Outflow,Zone Groundwater,Atmosphere,http://purl.org/iow/WaterBudgetingFramework/IndustrialConsumptiveUse-WY,http://purl.org/iow/WaterBudgetingFramework/MunicipalAndIndustrialDepeltion-UT,NA
WY,Outflow,Zone Groundwater,Atmosphere,Industrial Consumptive Use-WY,Municipal and Industrial Depeltion-UT,UT,Outflow,Zone Surface Water,Atmosphere,http://purl.org/iow/WaterBudgetingFramework/IndustrialConsumptiveUse-WY,http://purl.org/iow/WaterBudgetingFramework/MunicipalAndIndustrialDepeltion-UT,NA
WY,Outflow,Zone Surface Water,Atmosphere,Industrial Consumptive Use-WY,Municipal and Industrial Depeltion-UT,UT,Outflow,Zone Surface Water,Atmosphere,http://purl.org/iow/WaterBudgetingFramework/IndustrialConsumptiveUse-WY,http://purl.org/iow/WaterBudgetingFramework/MunicipalAndIndustrialDepeltion-UT,NA
WY,Outflow,Zone Groundwater,Atmosphere,Industrial Consumptive Use-WY,Industrial: Coalbed Methand Production-WY,WY,Internal Transfer,Zone Groundwater,Zone Land System,http://purl.org/iow/WaterBudgetingFramework/IndustrialConsumptiveUse-WY,http://purl.org/iow/WaterBudgetingFramework/Industrial%3ACoalbedMethandProduction-WY,NA
WY,Outflow,Zone Surface Water,Atmosphere,Industrial Consumptive Use-WY,Industrial: Coalbed Methand Production-WY,WY,Internal Transfer,Zone Groundwater,Zone Land System,http://purl.org/iow/WaterBudgetingFramework/IndustrialConsumptiveUse-WY,http://purl.org/iow/WaterBudgetingFramework/Industrial%3ACoalbedMethandProduction-WY,NA
WY,Outflow,Zone Groundwater,Atmosphere,Industrial Consumptive Use-WY,Industrial: Coalbed Methand Production-WY,WY,Internal Transfer,Zone Surface Water,Zone Land System,http://purl.org/iow/WaterBudgetingFramework/IndustrialConsumptiveUse-WY,http://purl.org/iow/WaterBudgetingFramework/Industrial%3ACoalbedMethandProduction-WY,NA
WY,Outflow,Zone Surface Water,Atmosphere,Industrial Consumptive Use-WY,Industrial: Coalbed Methand Production-WY,WY,Internal Transfer,Zone Surface Water,Zone Land System,http://purl.org/iow/WaterBudgetingFramework/IndustrialConsumptiveUse-WY,http://purl.org/iow/WaterBudgetingFramework/Industrial%3ACoalbedMethandProduction-WY,NA
WY,Outflow,Zone Groundwater,Atmosphere,Industrial Consumptive Use-WY,Industrial: Miscellaneous-WY,WY,Internal Transfer,Zone Groundwater,Zone Land System,http://purl.org/iow/WaterBudgetingFramework/IndustrialConsumptiveUse-WY,http://purl.org/iow/WaterBudgetingFramework/Industrial%3AMiscellaneous-WY,NA
WY,Outflow,Zone Surface Water,Atmosphere,Industrial Consumptive Use-WY,Industrial: Miscellaneous-WY,WY,Internal Transfer,Zone Groundwater,Zone Land System,http://purl.org/iow/WaterBudgetingFramework/IndustrialConsumptiveUse-WY,http://purl.org/iow/WaterBudgetingFramework/Industrial%3AMiscellaneous-WY,NA
WY,Outflow,Zone Groundwater,Atmosphere,Industrial Consumptive Use-WY,Industrial: Miscellaneous-WY,WY,Internal Transfer,Zone Surface Water,Zone Land System,http://purl.org/iow/WaterBudgetingFramework/IndustrialConsumptiveUse-WY,http://purl.org/iow/WaterBudgetingFramework/Industrial%3AMiscellaneous-WY,NA
WY,Outflow,Zone Surface Water,Atmosphere,Industrial Consumptive Use-WY,Industrial: Miscellaneous-WY,WY,Internal Transfer,Zone Surface Water,Zone Land System,http://purl.org/iow/WaterBudgetingFramework/IndustrialConsumptiveUse-WY,http://purl.org/iow/WaterBudgetingFramework/Industrial%3AMiscellaneous-WY,NA
WY,Outflow,Zone Groundwater,Atmosphere,Industrial Consumptive Use-WY,Industrial: Oil and Gas-WY,WY,Internal Transfer,Zone Groundwater,Zone Land System,http://purl.org/iow/WaterBudgetingFramework/IndustrialConsumptiveUse-WY,http://purl.org/iow/WaterBudgetingFramework/Industrial%3AOilAndGas-WY,NA
WY,Outflow,Zone Surface Water,Atmosphere,Industrial Consumptive Use-WY,Industrial: Oil and Gas-WY,WY,Internal Transfer,Zone Groundwater,Zone Land System,http://purl.org/iow/WaterBudgetingFramework/IndustrialConsumptiveUse-WY,http://purl.org/iow/WaterBudgetingFramework/Industrial%3AOilAndGas-WY,NA
WY,Outflow,Zone Groundwater,Atmosphere,Industrial Consumptive Use-WY,Industrial: Oil and Gas-WY,WY,Internal Transfer,Zone Surface Water,Zone Land System,http://purl.org/iow/WaterBudgetingFramework/IndustrialConsumptiveUse-WY,http://purl.org/iow/WaterBudgetingFramework/Industrial%3AOilAndGas-WY,NA
WY,Outflow,Zone Surface Water,Atmosphere,Industrial Consumptive Use-WY,Industrial: Oil and Gas-WY,WY,Internal Transfer,Zone Surface Water,Zone Land System,http://purl.org/iow/WaterBudgetingFramework/IndustrialConsumptiveUse-WY,http://purl.org/iow/WaterBudgetingFramework/Industrial%3AOilAndGas-WY,NA
WY,Internal Transfer,Zone Groundwater,Zone Land System,Industrial Total Use-WY,Groundwater Extraction-CA,CA,Internal Transfer,Zone Groundwater,Zone Land System,http://purl.org/iow/WaterBudgetingFramework/IndustrialTotalUse-WY,http://purl.org/iow/WaterBudgetingFramework/GroundwaterExtraction-CA,NA
WY,Internal Transfer,Zone Surface Water,Zone Land System,Industrial Total Use-WY,Groundwater Extraction-CA,CA,Internal Transfer,Zone Groundwater,Zone Land System,http://purl.org/iow/WaterBudgetingFramework/IndustrialTotalUse-WY,http://purl.org/iow/WaterBudgetingFramework/GroundwaterExtraction-CA,NA
WY,Internal Transfer,Zone Groundwater,Zone Land System,Industrial Total Use-WY,Municipal and Industrial Consumptive Use-CO,CO,Outflow,Zone Groundwater,Atmosphere,http://purl.org/iow/WaterBudgetingFramework/IndustrialTotalUse-WY,http://purl.org/iow/WaterBudgetingFramework/MunicipalAndIndustrialConsumptiveUse-CO,NA
WY,Internal Transfer,Zone Surface Water,Zone Land System,Industrial Total Use-WY,Municipal and Industrial Consumptive Use-CO,CO,Outflow,Zone Groundwater,Atmosphere,http://purl.org/iow/WaterBudgetingFramework/IndustrialTotalUse-WY,http://purl.org/iow/WaterBudgetingFramework/MunicipalAndIndustrialConsumptiveUse-CO,NA
WY,Internal Transfer,Zone Groundwater,Zone Land System,Industrial Total Use-WY,Municipal and Industrial Consumptive Use-CO,CO,Outflow,Zone Surface Water,Atmosphere,http://purl.org/iow/WaterBudgetingFramework/IndustrialTotalUse-WY,http://purl.org/iow/WaterBudgetingFramework/MunicipalAndIndustrialConsumptiveUse-CO,NA
WY,Internal Transfer,Zone Surface Water,Zone Land System,Industrial Total Use-WY,Municipal and Industrial Consumptive Use-CO,CO,Outflow,Zone Surface Water,Atmosphere,http://purl.org/iow/WaterBudgetingFramework/IndustrialTotalUse-WY,http://purl.org/iow/WaterBudgetingFramework/MunicipalAndIndustrialConsumptiveUse-CO,NA
WY,Internal Transfer,Zone Groundwater,Zone Land System,Industrial Total Use-WY,Municipal and Industrial Diversions-UT,UT,Internal Transfer,Zone Groundwater,Zone Land System,http://purl.org/iow/WaterBudgetingFramework/IndustrialTotalUse-WY,http://purl.org/iow/WaterBudgetingFramework/MunicipalAndIndustrialDiversions-UT,NA
WY,Internal Transfer,Zone Surface Water,Zone Land System,Industrial Total Use-WY,Municipal and Industrial Diversions-UT,UT,Internal Transfer,Zone Groundwater,Zone Land System,http://purl.org/iow/WaterBudgetingFramework/IndustrialTotalUse-WY,http://purl.org/iow/WaterBudgetingFramework/MunicipalAndIndustrialDiversions-UT,NA
WY,Internal Transfer,Zone Groundwater,Zone Land System,Industrial Total Use-WY,Municipal and Industrial Diversions-UT,UT,Internal Transfer,Zone Surface Water,Zone Land System,http://purl.org/iow/WaterBudgetingFramework/IndustrialTotalUse-WY,http://purl.org/iow/WaterBudgetingFramework/MunicipalAndIndustrialDiversions-UT,NA
WY,Internal Transfer,Zone Surface Water,Zone Land System,Industrial Total Use-WY,Municipal and Industrial Diversions-UT,UT,Internal Transfer,Zone Surface Water,Zone Land System,http://purl.org/iow/WaterBudgetingFramework/IndustrialTotalUse-WY,http://purl.org/iow/WaterBudgetingFramework/MunicipalAndIndustrialDiversions-UT,NA
WY,Internal Transfer,Zone Groundwater,Zone Land System,Industrial Total Use-WY,Industrial-NMOSE,NM,Internal Transfer,Zone Groundwater,Zone Land System,http://purl.org/iow/WaterBudgetingFramework/IndustrialTotalUse-WY,http://purl.org/iow/WaterBudgetingFramework/Industrial-NMOSE,NA
WY,Internal Transfer,Zone Surface Water,Zone Land System,Industrial Total Use-WY,Industrial-NMOSE,NM,Internal Transfer,Zone Groundwater,Zone Land System,http://purl.org/iow/WaterBudgetingFramework/IndustrialTotalUse-WY,http://purl.org/iow/WaterBudgetingFramework/Industrial-NMOSE,NA
WY,Internal Transfer,Zone Groundwater,Zone Land System,Industrial Total Use-WY,Surface Water Delivery-CA,CA,Internal Transfer,Zone Surface Water,Zone Land System,http://purl.org/iow/WaterBudgetingFramework/IndustrialTotalUse-WY,http://purl.org/iow/WaterBudgetingFramework/SurfaceWaterDelivery-CA,NA
WY,Internal Transfer,Zone Surface Water,Zone Land System,Industrial Total Use-WY,Surface Water Delivery-CA,CA,Internal Transfer,Zone Surface Water,Zone Land System,http://purl.org/iow/WaterBudgetingFramework/IndustrialTotalUse-WY,http://purl.org/iow/WaterBudgetingFramework/SurfaceWaterDelivery-CA,NA
WY,Internal Transfer,Zone Groundwater,Zone Land System,Industrial Total Use-WY,Mining-NMOSE,NM,Internal Transfer,Zone Groundwater,Zone Land System,http://purl.org/iow/WaterBudgetingFramework/IndustrialTotalUse-WY,http://purl.org/iow/WaterBudgetingFramework/Mining-NMOSE,NA
WY,Internal Transfer,Zone Surface Water,Zone Land System,Industrial Total Use-WY,Mining-NMOSE,NM,Internal Transfer,Zone Groundwater,Zone Land System,http://purl.org/iow/WaterBudgetingFramework/IndustrialTotalUse-WY,http://purl.org/iow/WaterBudgetingFramework/Mining-NMOSE,NA
WY,Internal Transfer,Zone Groundwater,Zone Land System,Industrial Total Use-WY,Mining-NMOSE,NM,Internal Transfer,Zone Surface Water,Zone Land System,http://purl.org/iow/WaterBudgetingFramework/IndustrialTotalUse-WY,http://purl.org/iow/WaterBudgetingFramework/Mining-NMOSE,NA
WY,Internal Transfer,Zone Surface Water,Zone Land System,Industrial Total Use-WY,Mining-NMOSE,NM,Internal Transfer,Zone Surface Water,Zone Land System,http://purl.org/iow/WaterBudgetingFramework/IndustrialTotalUse-WY,http://purl.org/iow/WaterBudgetingFramework/Mining-NMOSE,NA
WY,Internal Transfer,Zone Groundwater,Zone Land System,Industrial Total Use-WY,Industrial: Mine Production-WY,WY,Internal Transfer,Zone Groundwater,Zone Land System,http://purl.org/iow/WaterBudgetingFramework/IndustrialTotalUse-WY,http://purl.org/iow/WaterBudgetingFramework/Industrial%3AMineProduction-WY,NA
WY,Internal Transfer,Zone Surface Water,Zone Land System,Industrial Total Use-WY,Industrial: Mine Production-WY,WY,Internal Transfer,Zone Groundwater,Zone Land System,http://purl.org/iow/WaterBudgetingFramework/IndustrialTotalUse-WY,http://purl.org/iow/WaterBudgetingFramework/Industrial%3AMineProduction-WY,NA
WY,Internal Transfer,Zone Groundwater,Zone Land System,Industrial Total Use-WY,Industrial: Mine Production-WY,WY,Internal Transfer,Zone Surface Water,Zone Land System,http://purl.org/iow/WaterBudgetingFramework/IndustrialTotalUse-WY,http://purl.org/iow/WaterBudgetingFramework/Industrial%3AMineProduction-WY,NA
WY,Internal Transfer,Zone Surface Water,Zone Land System,Industrial Total Use-WY,Industrial: Mine Production-WY,WY,Internal Transfer,Zone Surface Water,Zone Land System,http://purl.org/iow/WaterBudgetingFramework/IndustrialTotalUse-WY,http://purl.org/iow/WaterBudgetingFramework/Industrial%3AMineProduction-WY,NA
WY,Internal Transfer,Zone Groundwater,Zone Land System,Industrial Total Use-WY,Power-NMOSE,NM,Internal Transfer,Zone Groundwater,Zone Land System,http://purl.org/iow/WaterBudgetingFramework/IndustrialTotalUse-WY,http://purl.org/iow/WaterBudgetingFramework/Power-NMOSE,NA
