jL,cL,emL,pL,dsL
WY,Reservoir Evaporation,Pan Method (Net Evaporation),Gross Pan Evaportation (inches),High Plains Climate Center - University of Nebraska
WY,Reservoir Evaporation,Pan Method (Net Evaporation),Precipitation,National Oceanic and Atmospheric Administration Stations
WY,Reservoir Evaporation,Pan Method (Net Evaporation),Precipitation,National Weather Service Stations
WY,Reservoir Evaporation,Pan Method (Net Evaporation),Precipitation,Natural Resources Conservation Service Stations (NRCS)
WY,Reservoir Evaporation,Pan Method (Net Evaporation),Precipitation,PRISM
WY,Reservoir Evaporation,Pan Method (Net Evaporation),Precipitation,Remote Automated Weather Stations (RAWS)
WY,Reservoir Evaporation,Pan Method (Net Evaporation),Precipitation,Snotel Network of Weather Stations
WY,Reservoir Evaporation,Pan Method (Net Evaporation),Precipitation,US Bureau of Land Management (BLM)
WY,Reservoir Evaporation,Pan Method (Net Evaporation),Precipitation,US Geological Survey (USGS)
WY,Reservoir Evaporation,Pan Method (Net Evaporation),Precipitation,Weather Stations
WY,Reservoir Evaporation,Pan Method (Net Evaporation),Precipitation,WY Department of Environmental Quality (DEQ)
WY,Reservoir Evaporation,Pan Method (Net Evaporation),Precipitation,Wyoming State Engineer's Office Stations
WY,Reservoir Evaporation,Pan Method (Net Evaporation),Precipitation,Wyoming Water Resources Data Systems Water and Climate Map Server
WY,Total Diversions,NA,NA,NA
WY,Ungaged Stream Gains,Wyoming Gain/Loss Estimation Method,Downstream Flow,USGS Stream Gages
WY,Ungaged Stream Gains,Wyoming Gain/Loss Estimation Method,Downstream Flow,Wyoming Water Resources Data System (WRDS)
WY,Ungaged Stream Gains,Wyoming Gain/Loss Estimation Method,Upstream Flow,USGS Stream Gages
WY,Ungaged Stream Gains,Wyoming Gain/Loss Estimation Method,Upstream Flow,Wyoming Water Resources Data System (WRDS)
WY,Ungaged Stream Losses,Wyoming Gain/Loss Estimation Method,Downstream Flow,USGS Stream Gages
WY,Ungaged Stream Losses,Wyoming Gain/Loss Estimation Method,Downstream Flow,Wyoming Water Resources Data System (WRDS)
WY,Ungaged Stream Losses,Wyoming Gain/Loss Estimation Method,Upstream Flow,USGS Stream Gages
WY,Ungaged Stream Losses,Wyoming Gain/Loss Estimation Method,Upstream Flow,Wyoming Water Resources Data System (WRDS)
