jL,cL,fsourceL,fsinkL,ftypeL,scL,pscL,exmL
Powder-Tongue River,Agricultural Consumptive Use,Zone Groundwater,Atmosphere,NA,Surface Water Diversions-CA,Applied Water-CA,Crop Consumptive Use-CO
Powder-Tongue River,Agricultural Consumptive Use,Zone Groundwater,Atmosphere,NA,Surface Water Diversions-CA,Applied Water-CA,Irrigated Agriculture Depletions-NMOSE
Powder-Tongue River,Agricultural Consumptive Use,Zone Groundwater,Atmosphere,NA,Total Diversions-WY,Applied Water-CA,Agricultural Consumptive Use-WY
Powder-Tongue River,Agricultural Consumptive Use,Zone Groundwater,Atmosphere,NA,Total Diversions-WY,Applied Water-CA,Agricultural Depletions-UT
Powder-Tongue River,Agricultural Consumptive Use,Zone Groundwater,Atmosphere,NA,Total Diversions-WY,Applied Water-CA,Crop Consumptive Use-CO
Powder-Tongue River,Agricultural Consumptive Use,Zone Groundwater,Atmosphere,NA,Total Diversions-WY,Applied Water-CA,Irrigated Agriculture Depletions-NMOSE
Powder-Tongue River,Agricultural Consumptive Use,Zone Groundwater,Atmosphere,NA,Total Land System Outflow-CA,Applied Water-CA,Agricultural Consumptive Use-WY
Powder-Tongue River,Agricultural Consumptive Use,Zone Groundwater,Atmosphere,NA,Total Land System Outflow-CA,Applied Water-CA,Agricultural Depletions-UT
Powder-Tongue River,Agricultural Consumptive Use,Zone Groundwater,Atmosphere,NA,Total Land System Outflow-CA,Applied Water-CA,Crop Consumptive Use-CO
Powder-Tongue River,Agricultural Consumptive Use,Zone Groundwater,Atmosphere,NA,Total Land System Outflow-CA,Applied Water-CA,Irrigated Agriculture Depletions-NMOSE
Powder-Tongue River,Agricultural Consumptive Use,Zone Groundwater,Atmosphere,NA,Total Surface Water Inflow-CA,Applied Water-CA,Agricultural Consumptive Use-WY
Powder-Tongue River,Agricultural Consumptive Use,Zone Groundwater,Atmosphere,NA,Total Surface Water Inflow-CA,Applied Water-CA,Agricultural Depletions-UT
Powder-Tongue River,Agricultural Consumptive Use,Zone Groundwater,Atmosphere,NA,Total Surface Water Inflow-CA,Applied Water-CA,Crop Consumptive Use-CO
Powder-Tongue River,Agricultural Consumptive Use,Zone Groundwater,Atmosphere,NA,Total Surface Water Inflow-CA,Applied Water-CA,Irrigated Agriculture Depletions-NMOSE
Powder-Tongue River,Agricultural Consumptive Use,Zone Groundwater,Atmosphere,NA,Total Surface Water Outflow-CA,Applied Water-CA,Agricultural Consumptive Use-WY
Powder-Tongue River,Agricultural Consumptive Use,Zone Groundwater,Atmosphere,NA,Total Surface Water Outflow-CA,Applied Water-CA,Agricultural Depletions-UT
Powder-Tongue River,Agricultural Consumptive Use,Zone Groundwater,Atmosphere,NA,Total Surface Water Outflow-CA,Applied Water-CA,Crop Consumptive Use-CO
Powder-Tongue River,Agricultural Consumptive Use,Zone Groundwater,Atmosphere,NA,Total Surface Water Outflow-CA,Applied Water-CA,Irrigated Agriculture Depletions-NMOSE
Powder-Tongue River,Agricultural Consumptive Use,Zone Surface Water,Atmosphere,NA,Evapotranspiration-CA,Applied Water-CA,Agricultural Consumptive Use-WY
Powder-Tongue River,Agricultural Consumptive Use,Zone Surface Water,Atmosphere,NA,Evapotranspiration-CA,Applied Water-CA,Agricultural Depletions-UT
Powder-Tongue River,Agricultural Consumptive Use,Zone Surface Water,Atmosphere,NA,Evapotranspiration-CA,Applied Water-CA,Crop Consumptive Use-CO
Powder-Tongue River,Agricultural Consumptive Use,Zone Surface Water,Atmosphere,NA,Evapotranspiration-CA,Applied Water-CA,Irrigated Agriculture Depletions-NMOSE
Powder-Tongue River,Agricultural Consumptive Use,Zone Surface Water,Atmosphere,NA,Irrigation Surface Water Diversions-WY,Applied Water-CA,Agricultural Consumptive Use-WY
Powder-Tongue River,Agricultural Consumptive Use,Zone Surface Water,Atmosphere,NA,Irrigation Surface Water Diversions-WY,Applied Water-CA,Agricultural Depletions-UT
Powder-Tongue River,Agricultural Consumptive Use,Zone Surface Water,Atmosphere,NA,Irrigation Surface Water Diversions-WY,Applied Water-CA,Crop Consumptive Use-CO
Powder-Tongue River,Agricultural Consumptive Use,Zone Surface Water,Atmosphere,NA,Irrigation Surface Water Diversions-WY,Applied Water-CA,Irrigated Agriculture Depletions-NMOSE
Powder-Tongue River,Agricultural Consumptive Use,Zone Surface Water,Atmosphere,NA,Surface Water Diversions-CA,Applied Water-CA,Agricultural Consumptive Use-WY
Powder-Tongue River,Agricultural Consumptive Use,Zone Surface Water,Atmosphere,NA,Surface Water Diversions-CA,Applied Water-CA,Agricultural Depletions-UT
Powder-Tongue River,Agricultural Consumptive Use,Zone Surface Water,Atmosphere,NA,Surface Water Diversions-CA,Applied Water-CA,Crop Consumptive Use-CO
Powder-Tongue River,Agricultural Consumptive Use,Zone Surface Water,Atmosphere,NA,Surface Water Diversions-CA,Applied Water-CA,Irrigated Agriculture Depletions-NMOSE
Powder-Tongue River,Agricultural Consumptive Use,Zone Surface Water,Atmosphere,NA,Total Diversions-WY,Applied Water-CA,Agricultural Consumptive Use-WY
Powder-Tongue River,Agricultural Consumptive Use,Zone Surface Water,Atmosphere,NA,Total Diversions-WY,Applied Water-CA,Agricultural Depletions-UT
Powder-Tongue River,Agricultural Consumptive Use,Zone Surface Water,Atmosphere,NA,Total Diversions-WY,Applied Water-CA,Crop Consumptive Use-CO
Powder-Tongue River,Agricultural Consumptive Use,Zone Surface Water,Atmosphere,NA,Total Diversions-WY,Applied Water-CA,Irrigated Agriculture Depletions-NMOSE
Powder-Tongue River,Agricultural Consumptive Use,Zone Surface Water,Atmosphere,NA,Total Land System Outflow-CA,Applied Water-CA,Agricultural Consumptive Use-WY
Powder-Tongue River,Agricultural Consumptive Use,Zone Surface Water,Atmosphere,NA,Total Land System Outflow-CA,Applied Water-CA,Agricultural Depletions-UT
Powder-Tongue River,Agricultural Consumptive Use,Zone Surface Water,Atmosphere,NA,Total Land System Outflow-CA,Applied Water-CA,Crop Consumptive Use-CO
Powder-Tongue River,Agricultural Consumptive Use,Zone Surface Water,Atmosphere,NA,Total Land System Outflow-CA,Applied Water-CA,Irrigated Agriculture Depletions-NMOSE
Powder-Tongue River,Agricultural Consumptive Use,Zone Surface Water,Atmosphere,NA,Total Surface Water Inflow-CA,Applied Water-CA,Agricultural Consumptive Use-WY
Powder-Tongue River,Agricultural Consumptive Use,Zone Surface Water,Atmosphere,NA,Total Surface Water Inflow-CA,Applied Water-CA,Agricultural Depletions-UT
Powder-Tongue River,Agricultural Consumptive Use,Zone Surface Water,Atmosphere,NA,Total Surface Water Inflow-CA,Applied Water-CA,Crop Consumptive Use-CO
Powder-Tongue River,Agricultural Consumptive Use,Zone Surface Water,Atmosphere,NA,Total Surface Water Inflow-CA,Applied Water-CA,Irrigated Agriculture Depletions-NMOSE
Powder-Tongue River,Agricultural Consumptive Use,Zone Surface Water,Atmosphere,NA,Total Surface Water Outflow-CA,Applied Water-CA,Agricultural Consumptive Use-WY
Powder-Tongue River,Agricultural Consumptive Use,Zone Surface Water,Atmosphere,NA,Total Surface Water Outflow-CA,Applied Water-CA,Agricultural Depletions-UT
Powder-Tongue River,Agricultural Consumptive Use,Zone Surface Water,Atmosphere,NA,Total Surface Water Outflow-CA,Applied Water-CA,Crop Consumptive Use-CO
Powder-Tongue River,Agricultural Consumptive Use,Zone Surface Water,Atmosphere,NA,Total Surface Water Outflow-CA,Applied Water-CA,Irrigated Agriculture Depletions-NMOSE
Powder-Tongue River,Domestic Total Use,Zone Groundwater,Zone Land System,NA,Applied Water-CA,Public Water Supply-NMOSE,NA
Powder-Tongue River,Domestic Total Use,Zone Groundwater,Zone Land System,NA,Total Land System Inflow-CA,Public Water Supply-NMOSE,NA
Powder-Tongue River,Industrial Total Use,Zone Groundwater,Zone Land System,Internal Transfer,Applied Water-CA,Groundwater Extraction-CA,NA
Powder-Tongue River,Industrial Total Use,Zone Groundwater,Zone Land System,Internal Transfer,Applied Water-CA,Industrial-NMOSE,NA
Powder-Tongue River,Industrial Total Use,Zone Groundwater,Zone Land System,Internal Transfer,Applied Water-CA,Industrial: Coalbed Methand Production-WY,NA
Powder-Tongue River,Industrial Total Use,Zone Groundwater,Zone Land System,Internal Transfer,Applied Water-CA,Industrial: Electrical Generation-WY,NA
Powder-Tongue River,Industrial Total Use,Zone Groundwater,Zone Land System,Internal Transfer,Applied Water-CA,Industrial: Mine Production-WY,NA
Powder-Tongue River,Industrial Total Use,Zone Groundwater,Zone Land System,Internal Transfer,Applied Water-CA,Industrial: Miscellaneous-WY,NA
Powder-Tongue River,Industrial Total Use,Zone Groundwater,Zone Land System,Internal Transfer,Applied Water-CA,Industrial: Oil and Gas-WY,NA
Powder-Tongue River,Industrial Total Use,Zone Groundwater,Zone Land System,Internal Transfer,Applied Water-CA,Mining-NMOSE,NA
Powder-Tongue River,Industrial Total Use,Zone Groundwater,Zone Land System,Internal Transfer,Applied Water-CA,Municipal and Industrial Consumptive Use-CO,NA
Powder-Tongue River,Industrial Total Use,Zone Groundwater,Zone Land System,Internal Transfer,Applied Water-CA,Municipal and Industrial Depeltion-UT,NA
Powder-Tongue River,Industrial Total Use,Zone Groundwater,Zone Land System,Internal Transfer,Applied Water-CA,Municipal and Industrial Diversions-UT,NA
Powder-Tongue River,Industrial Total Use,Zone Groundwater,Zone Land System,Internal Transfer,Applied Water-CA,Municipal and Industrial Return Flow-UT,NA
Powder-Tongue River,Industrial Total Use,Zone Groundwater,Zone Land System,Internal Transfer,Applied Water-CA,Power-NMOSE,NA
Powder-Tongue River,Industrial Total Use,Zone Groundwater,Zone Land System,Internal Transfer,Applied Water-CA,Surface Water Delivery-CA,NA
Powder-Tongue River,Industrial Total Use,Zone Groundwater,Zone Land System,Internal Transfer,Total Land System Inflow-CA,Groundwater Extraction-CA,NA
Powder-Tongue River,Industrial Total Use,Zone Groundwater,Zone Land System,Internal Transfer,Total Land System Inflow-CA,Industrial-NMOSE,NA
Powder-Tongue River,Industrial Total Use,Zone Groundwater,Zone Land System,Internal Transfer,Total Land System Inflow-CA,Industrial: Coalbed Methand Production-WY,NA
Powder-Tongue River,Industrial Total Use,Zone Groundwater,Zone Land System,Internal Transfer,Total Land System Inflow-CA,Industrial: Electrical Generation-WY,NA
Powder-Tongue River,Industrial Total Use,Zone Groundwater,Zone Land System,Internal Transfer,Total Land System Inflow-CA,Industrial: Mine Production-WY,NA
Powder-Tongue River,Industrial Total Use,Zone Groundwater,Zone Land System,Internal Transfer,Total Land System Inflow-CA,Industrial: Miscellaneous-WY,NA
Powder-Tongue River,Industrial Total Use,Zone Groundwater,Zone Land System,Internal Transfer,Total Land System Inflow-CA,Industrial: Oil and Gas-WY,NA
Powder-Tongue River,Industrial Total Use,Zone Groundwater,Zone Land System,Internal Transfer,Total Land System Inflow-CA,Mining-NMOSE,NA
Powder-Tongue River,Industrial Total Use,Zone Groundwater,Zone Land System,Internal Transfer,Total Land System Inflow-CA,Municipal and Industrial Consumptive Use-CO,NA
Powder-Tongue River,Industrial Total Use,Zone Groundwater,Zone Land System,Internal Transfer,Total Land System Inflow-CA,Municipal and Industrial Depeltion-UT,NA
Powder-Tongue River,Industrial Total Use,Zone Groundwater,Zone Land System,Internal Transfer,Total Land System Inflow-CA,Municipal and Industrial Diversions-UT,NA
Powder-Tongue River,Industrial Total Use,Zone Groundwater,Zone Land System,Internal Transfer,Total Land System Inflow-CA,Municipal and Industrial Return Flow-UT,NA
Powder-Tongue River,Industrial Total Use,Zone Groundwater,Zone Land System,Internal Transfer,Total Land System Inflow-CA,Power-NMOSE,NA
Powder-Tongue River,Industrial Total Use,Zone Groundwater,Zone Land System,Internal Transfer,Total Land System Inflow-CA,Surface Water Delivery-CA,NA
Powder-Tongue River,Industrial Total Use,Zone Surface Water,Zone Land System,Internal Transfer,Applied Water-CA,Groundwater Extraction-CA,NA
Powder-Tongue River,Industrial Total Use,Zone Surface Water,Zone Land System,Internal Transfer,Applied Water-CA,Industrial-NMOSE,NA
Powder-Tongue River,Industrial Total Use,Zone Surface Water,Zone Land System,Internal Transfer,Applied Water-CA,Industrial: Coalbed Methand Production-WY,NA
Powder-Tongue River,Industrial Total Use,Zone Surface Water,Zone Land System,Internal Transfer,Applied Water-CA,Industrial: Electrical Generation-WY,NA
Powder-Tongue River,Industrial Total Use,Zone Surface Water,Zone Land System,Internal Transfer,Applied Water-CA,Industrial: Mine Production-WY,NA
Powder-Tongue River,Industrial Total Use,Zone Surface Water,Zone Land System,Internal Transfer,Applied Water-CA,Industrial: Miscellaneous-WY,NA
Powder-Tongue River,Industrial Total Use,Zone Surface Water,Zone Land System,Internal Transfer,Applied Water-CA,Industrial: Oil and Gas-WY,NA
Powder-Tongue River,Industrial Total Use,Zone Surface Water,Zone Land System,Internal Transfer,Applied Water-CA,Mining-NMOSE,NA
Powder-Tongue River,Industrial Total Use,Zone Surface Water,Zone Land System,Internal Transfer,Applied Water-CA,Municipal and Industrial Consumptive Use-CO,NA
Powder-Tongue River,Industrial Total Use,Zone Surface Water,Zone Land System,Internal Transfer,Applied Water-CA,Municipal and Industrial Depeltion-UT,NA
Powder-Tongue River,Industrial Total Use,Zone Surface Water,Zone Land System,Internal Transfer,Applied Water-CA,Municipal and Industrial Diversions-UT,NA
Powder-Tongue River,Industrial Total Use,Zone Surface Water,Zone Land System,Internal Transfer,Applied Water-CA,Municipal and Industrial Return Flow-UT,NA
Powder-Tongue River,Industrial Total Use,Zone Surface Water,Zone Land System,Internal Transfer,Applied Water-CA,Power-NMOSE,NA
Powder-Tongue River,Industrial Total Use,Zone Surface Water,Zone Land System,Internal Transfer,Applied Water-CA,Surface Water Delivery-CA,NA
Powder-Tongue River,Industrial Total Use,Zone Surface Water,Zone Land System,Internal Transfer,Total Land System Inflow-CA,Groundwater Extraction-CA,NA
Powder-Tongue River,Industrial Total Use,Zone Surface Water,Zone Land System,Internal Transfer,Total Land System Inflow-CA,Industrial-NMOSE,NA
Powder-Tongue River,Industrial Total Use,Zone Surface Water,Zone Land System,Internal Transfer,Total Land System Inflow-CA,Industrial: Coalbed Methand Production-WY,NA
Powder-Tongue River,Industrial Total Use,Zone Surface Water,Zone Land System,Internal Transfer,Total Land System Inflow-CA,Industrial: Electrical Generation-WY,NA
Powder-Tongue River,Industrial Total Use,Zone Surface Water,Zone Land System,Internal Transfer,Total Land System Inflow-CA,Industrial: Mine Production-WY,NA
Powder-Tongue River,Industrial Total Use,Zone Surface Water,Zone Land System,Internal Transfer,Total Land System Inflow-CA,Industrial: Miscellaneous-WY,NA
Powder-Tongue River,Industrial Total Use,Zone Surface Water,Zone Land System,Internal Transfer,Total Land System Inflow-CA,Industrial: Oil and Gas-WY,NA
Powder-Tongue River,Industrial Total Use,Zone Surface Water,Zone Land System,Internal Transfer,Total Land System Inflow-CA,Mining-NMOSE,NA
Powder-Tongue River,Industrial Total Use,Zone Surface Water,Zone Land System,Internal Transfer,Total Land System Inflow-CA,Municipal and Industrial Consumptive Use-CO,NA
Powder-Tongue River,Industrial Total Use,Zone Surface Water,Zone Land System,Internal Transfer,Total Land System Inflow-CA,Municipal and Industrial Depeltion-UT,NA
Powder-Tongue River,Industrial Total Use,Zone Surface Water,Zone Land System,Internal Transfer,Total Land System Inflow-CA,Municipal and Industrial Diversions-UT,NA
Powder-Tongue River,Industrial Total Use,Zone Surface Water,Zone Land System,Internal Transfer,Total Land System Inflow-CA,Municipal and Industrial Return Flow-UT,NA
Powder-Tongue River,Industrial Total Use,Zone Surface Water,Zone Land System,Internal Transfer,Total Land System Inflow-CA,Power-NMOSE,NA
Powder-Tongue River,Industrial Total Use,Zone Surface Water,Zone Land System,Internal Transfer,Total Land System Inflow-CA,Surface Water Delivery-CA,NA
Powder-Tongue River,Municipal Consumptive Use,Zone Groundwater,Atmosphere,NA,Applied Water-CA,Agricultural and Municipal Depletions-UT,NA
Powder-Tongue River,Municipal Consumptive Use,Zone Groundwater,Atmosphere,NA,Applied Water-CA,Municipal and Industrial Depeltion-UT,NA
Powder-Tongue River,Municipal Consumptive Use,Zone Groundwater,Atmosphere,NA,Applied Water-CA,Municipal and Industrial Diversions-UT,NA
Powder-Tongue River,Municipal Consumptive Use,Zone Groundwater,Atmosphere,NA,Applied Water-CA,Public Water Supply-NMOSE,NA
Powder-Tongue River,Municipal Consumptive Use,Zone Groundwater,Atmosphere,NA,Municipal and Industrial Consumptive Use-CO,Agricultural and Municipal Depletions-UT,NA
Powder-Tongue River,Municipal Consumptive Use,Zone Groundwater,Atmosphere,NA,Municipal and Industrial Consumptive Use-CO,Municipal and Industrial Depeltion-UT,NA
Powder-Tongue River,Municipal Consumptive Use,Zone Groundwater,Atmosphere,NA,Municipal and Industrial Consumptive Use-CO,Municipal and Industrial Diversions-UT,NA
Powder-Tongue River,Municipal Consumptive Use,Zone Groundwater,Atmosphere,NA,Municipal and Industrial Consumptive Use-CO,Public Water Supply-NMOSE,NA
Powder-Tongue River,Municipal Consumptive Use,Zone Groundwater,Atmosphere,NA,Total Land System Inflow-CA,Agricultural and Municipal Depletions-UT,NA
Powder-Tongue River,Municipal Consumptive Use,Zone Groundwater,Atmosphere,NA,Total Land System Inflow-CA,Municipal and Industrial Depeltion-UT,NA
Powder-Tongue River,Municipal Consumptive Use,Zone Groundwater,Atmosphere,NA,Total Land System Inflow-CA,Municipal and Industrial Diversions-UT,NA
Powder-Tongue River,Municipal Consumptive Use,Zone Groundwater,Atmosphere,NA,Total Land System Inflow-CA,Public Water Supply-NMOSE,NA
Powder-Tongue River,Municipal Consumptive Use,Zone Surface Water,Atmosphere,NA,Applied Water-CA,Agricultural and Municipal Depletions-UT,NA
Powder-Tongue River,Municipal Consumptive Use,Zone Surface Water,Atmosphere,NA,Applied Water-CA,Municipal and Industrial Depeltion-UT,NA
Powder-Tongue River,Municipal Consumptive Use,Zone Surface Water,Atmosphere,NA,Applied Water-CA,Municipal and Industrial Diversions-UT,NA
Powder-Tongue River,Municipal Consumptive Use,Zone Surface Water,Atmosphere,NA,Applied Water-CA,Public Water Supply-NMOSE,NA
Powder-Tongue River,Municipal Consumptive Use,Zone Surface Water,Atmosphere,NA,Municipal and Industrial Consumptive Use-CO,Agricultural and Municipal Depletions-UT,NA
Powder-Tongue River,Municipal Consumptive Use,Zone Surface Water,Atmosphere,NA,Municipal and Industrial Consumptive Use-CO,Municipal and Industrial Depeltion-UT,NA
Powder-Tongue River,Municipal Consumptive Use,Zone Surface Water,Atmosphere,NA,Municipal and Industrial Consumptive Use-CO,Municipal and Industrial Diversions-UT,NA
Powder-Tongue River,Municipal Consumptive Use,Zone Surface Water,Atmosphere,NA,Municipal and Industrial Consumptive Use-CO,Public Water Supply-NMOSE,NA
Powder-Tongue River,Municipal Consumptive Use,Zone Surface Water,Atmosphere,NA,Total Land System Inflow-CA,Agricultural and Municipal Depletions-UT,NA
Powder-Tongue River,Municipal Consumptive Use,Zone Surface Water,Atmosphere,NA,Total Land System Inflow-CA,Municipal and Industrial Depeltion-UT,NA
Powder-Tongue River,Municipal Consumptive Use,Zone Surface Water,Atmosphere,NA,Total Land System Inflow-CA,Municipal and Industrial Diversions-UT,NA
Powder-Tongue River,Municipal Consumptive Use,Zone Surface Water,Atmosphere,NA,Total Land System Inflow-CA,Public Water Supply-NMOSE,NA
Salt-Snake River,Agricultural Consumptive Use,Zone Groundwater,Atmosphere,NA,Evapotranspiration-CA,Applied Water-CA,Agricultural Consumptive Use-WY
Salt-Snake River,Agricultural Consumptive Use,Zone Groundwater,Atmosphere,NA,Evapotranspiration-CA,Applied Water-CA,Agricultural Depletions-UT
Salt-Snake River,Agricultural Consumptive Use,Zone Groundwater,Atmosphere,NA,Evapotranspiration-CA,Applied Water-CA,Crop Consumptive Use-CO
Salt-Snake River,Agricultural Consumptive Use,Zone Groundwater,Atmosphere,NA,Evapotranspiration-CA,Applied Water-CA,Irrigated Agriculture Depletions-NMOSE
Salt-Snake River,Agricultural Consumptive Use,Zone Groundwater,Atmosphere,NA,Irrigation Surface Water Diversions-WY,Applied Water-CA,Agricultural Consumptive Use-WY
Salt-Snake River,Agricultural Consumptive Use,Zone Groundwater,Atmosphere,NA,Irrigation Surface Water Diversions-WY,Applied Water-CA,Agricultural Depletions-UT
Salt-Snake River,Agricultural Consumptive Use,Zone Groundwater,Atmosphere,NA,Irrigation Surface Water Diversions-WY,Applied Water-CA,Crop Consumptive Use-CO
Salt-Snake River,Agricultural Consumptive Use,Zone Groundwater,Atmosphere,NA,Irrigation Surface Water Diversions-WY,Applied Water-CA,Irrigated Agriculture Depletions-NMOSE
Salt-Snake River,Agricultural Consumptive Use,Zone Groundwater,Atmosphere,NA,Surface Water Diversions-CA,Applied Water-CA,Agricultural Consumptive Use-WY
Salt-Snake River,Agricultural Consumptive Use,Zone Groundwater,Atmosphere,NA,Surface Water Diversions-CA,Applied Water-CA,Agricultural Depletions-UT
Salt-Snake River,Agricultural Consumptive Use,Zone Groundwater,Atmosphere,NA,Surface Water Diversions-CA,Applied Water-CA,Crop Consumptive Use-CO
Salt-Snake River,Agricultural Consumptive Use,Zone Groundwater,Atmosphere,NA,Surface Water Diversions-CA,Applied Water-CA,Irrigated Agriculture Depletions-NMOSE
Salt-Snake River,Agricultural Consumptive Use,Zone Groundwater,Atmosphere,NA,Total Diversions-WY,Applied Water-CA,Agricultural Consumptive Use-WY
Salt-Snake River,Agricultural Consumptive Use,Zone Groundwater,Atmosphere,NA,Total Diversions-WY,Applied Water-CA,Agricultural Depletions-UT
Salt-Snake River,Agricultural Consumptive Use,Zone Groundwater,Atmosphere,NA,Total Diversions-WY,Applied Water-CA,Crop Consumptive Use-CO
Salt-Snake River,Agricultural Consumptive Use,Zone Groundwater,Atmosphere,NA,Total Diversions-WY,Applied Water-CA,Irrigated Agriculture Depletions-NMOSE
Salt-Snake River,Agricultural Consumptive Use,Zone Groundwater,Atmosphere,NA,Total Land System Outflow-CA,Applied Water-CA,Agricultural Consumptive Use-WY
Salt-Snake River,Agricultural Consumptive Use,Zone Groundwater,Atmosphere,NA,Total Land System Outflow-CA,Applied Water-CA,Agricultural Depletions-UT
Salt-Snake River,Agricultural Consumptive Use,Zone Groundwater,Atmosphere,NA,Total Land System Outflow-CA,Applied Water-CA,Crop Consumptive Use-CO
Salt-Snake River,Agricultural Consumptive Use,Zone Groundwater,Atmosphere,NA,Total Land System Outflow-CA,Applied Water-CA,Irrigated Agriculture Depletions-NMOSE
Salt-Snake River,Agricultural Consumptive Use,Zone Groundwater,Atmosphere,NA,Total Surface Water Inflow-CA,Applied Water-CA,Agricultural Consumptive Use-WY
Salt-Snake River,Agricultural Consumptive Use,Zone Groundwater,Atmosphere,NA,Total Surface Water Inflow-CA,Applied Water-CA,Agricultural Depletions-UT
Salt-Snake River,Agricultural Consumptive Use,Zone Groundwater,Atmosphere,NA,Total Surface Water Inflow-CA,Applied Water-CA,Crop Consumptive Use-CO
Salt-Snake River,Agricultural Consumptive Use,Zone Groundwater,Atmosphere,NA,Total Surface Water Inflow-CA,Applied Water-CA,Irrigated Agriculture Depletions-NMOSE
Salt-Snake River,Agricultural Consumptive Use,Zone Groundwater,Atmosphere,NA,Total Surface Water Outflow-CA,Applied Water-CA,Agricultural Consumptive Use-WY
Salt-Snake River,Agricultural Consumptive Use,Zone Groundwater,Atmosphere,NA,Total Surface Water Outflow-CA,Applied Water-CA,Agricultural Depletions-UT
Salt-Snake River,Agricultural Consumptive Use,Zone Groundwater,Atmosphere,NA,Total Surface Water Outflow-CA,Applied Water-CA,Crop Consumptive Use-CO
Salt-Snake River,Agricultural Consumptive Use,Zone Groundwater,Atmosphere,NA,Total Surface Water Outflow-CA,Applied Water-CA,Irrigated Agriculture Depletions-NMOSE
Salt-Snake River,Agricultural Consumptive Use,Zone Surface Water,Atmosphere,NA,Evapotranspiration-CA,Applied Water-CA,Agricultural Consumptive Use-WY
Salt-Snake River,Agricultural Consumptive Use,Zone Surface Water,Atmosphere,NA,Evapotranspiration-CA,Applied Water-CA,Agricultural Depletions-UT
Salt-Snake River,Agricultural Consumptive Use,Zone Surface Water,Atmosphere,NA,Evapotranspiration-CA,Applied Water-CA,Crop Consumptive Use-CO
Salt-Snake River,Agricultural Consumptive Use,Zone Surface Water,Atmosphere,NA,Evapotranspiration-CA,Applied Water-CA,Irrigated Agriculture Depletions-NMOSE
Salt-Snake River,Agricultural Consumptive Use,Zone Surface Water,Atmosphere,NA,Irrigation Surface Water Diversions-WY,Applied Water-CA,Agricultural Consumptive Use-WY
Salt-Snake River,Agricultural Consumptive Use,Zone Surface Water,Atmosphere,NA,Irrigation Surface Water Diversions-WY,Applied Water-CA,Agricultural Depletions-UT
Salt-Snake River,Agricultural Consumptive Use,Zone Surface Water,Atmosphere,NA,Irrigation Surface Water Diversions-WY,Applied Water-CA,Crop Consumptive Use-CO
Salt-Snake River,Agricultural Consumptive Use,Zone Surface Water,Atmosphere,NA,Irrigation Surface Water Diversions-WY,Applied Water-CA,Irrigated Agriculture Depletions-NMOSE
Salt-Snake River,Agricultural Consumptive Use,Zone Surface Water,Atmosphere,NA,Surface Water Diversions-CA,Applied Water-CA,Agricultural Consumptive Use-WY
Salt-Snake River,Agricultural Consumptive Use,Zone Surface Water,Atmosphere,NA,Surface Water Diversions-CA,Applied Water-CA,Agricultural Depletions-UT
Salt-Snake River,Agricultural Consumptive Use,Zone Surface Water,Atmosphere,NA,Surface Water Diversions-CA,Applied Water-CA,Crop Consumptive Use-CO
Salt-Snake River,Agricultural Consumptive Use,Zone Surface Water,Atmosphere,NA,Surface Water Diversions-CA,Applied Water-CA,Irrigated Agriculture Depletions-NMOSE
Salt-Snake River,Agricultural Consumptive Use,Zone Surface Water,Atmosphere,NA,Total Diversions-WY,Applied Water-CA,Agricultural Consumptive Use-WY
Salt-Snake River,Agricultural Consumptive Use,Zone Surface Water,Atmosphere,NA,Total Diversions-WY,Applied Water-CA,Agricultural Depletions-UT
Salt-Snake River,Agricultural Consumptive Use,Zone Surface Water,Atmosphere,NA,Total Diversions-WY,Applied Water-CA,Crop Consumptive Use-CO
Salt-Snake River,Agricultural Consumptive Use,Zone Surface Water,Atmosphere,NA,Total Diversions-WY,Applied Water-CA,Irrigated Agriculture Depletions-NMOSE
Salt-Snake River,Agricultural Consumptive Use,Zone Surface Water,Atmosphere,NA,Total Land System Outflow-CA,Applied Water-CA,Agricultural Consumptive Use-WY
Salt-Snake River,Agricultural Consumptive Use,Zone Surface Water,Atmosphere,NA,Total Land System Outflow-CA,Applied Water-CA,Agricultural Depletions-UT
Salt-Snake River,Agricultural Consumptive Use,Zone Surface Water,Atmosphere,NA,Total Land System Outflow-CA,Applied Water-CA,Crop Consumptive Use-CO
Salt-Snake River,Agricultural Consumptive Use,Zone Surface Water,Atmosphere,NA,Total Land System Outflow-CA,Applied Water-CA,Irrigated Agriculture Depletions-NMOSE
Salt-Snake River,Agricultural Consumptive Use,Zone Surface Water,Atmosphere,NA,Total Surface Water Inflow-CA,Applied Water-CA,Agricultural Consumptive Use-WY
Salt-Snake River,Agricultural Consumptive Use,Zone Surface Water,Atmosphere,NA,Total Surface Water Inflow-CA,Applied Water-CA,Agricultural Depletions-UT
Salt-Snake River,Agricultural Consumptive Use,Zone Surface Water,Atmosphere,NA,Total Surface Water Inflow-CA,Applied Water-CA,Crop Consumptive Use-CO
Salt-Snake River,Agricultural Consumptive Use,Zone Surface Water,Atmosphere,NA,Total Surface Water Inflow-CA,Applied Water-CA,Irrigated Agriculture Depletions-NMOSE
Salt-Snake River,Agricultural Consumptive Use,Zone Surface Water,Atmosphere,NA,Total Surface Water Outflow-CA,Applied Water-CA,Agricultural Consumptive Use-WY
Salt-Snake River,Agricultural Consumptive Use,Zone Surface Water,Atmosphere,NA,Total Surface Water Outflow-CA,Applied Water-CA,Agricultural Depletions-UT
