jL,cL,fsourceL,fsinkL,ftypeL,scL,pscL,exmL
UT,River Use By Wet Pasture,Zone Surface Water,Zone Land System,Internal Transfer,Total Surface Water Outflow-CA,NA,NA
UT,Surface Diversion to Cropland,Zone Surface Water,Zone Land System,Internal Transfer,Surface Water Diversions-CA,Agricultural Depletions-UT,Irrigation Surface Water Diversions-WY
UT,Surface Diversion to Cropland,Zone Surface Water,Zone Land System,Internal Transfer,Surface Water Diversions-CA,Agricultural Depletions-UT,Surface Diversion to Cropland-UT
UT,Surface Diversion to Cropland,Zone Surface Water,Zone Land System,Internal Transfer,Total Surface Water Inflow-CA,Agricultural Depletions-UT,Irrigation Surface Water Diversions-WY
UT,Surface Diversion to Cropland,Zone Surface Water,Zone Land System,Internal Transfer,Total Surface Water Inflow-CA,Agricultural Depletions-UT,Surface Diversion to Cropland-UT
UT,Surface Diversion to Cropland,Zone Surface Water,Zone Land System,Internal Transfer,Total Surface Water Outflow-CA,Agricultural Depletions-UT,Irrigation Surface Water Diversions-WY
UT,Surface Diversion to Cropland,Zone Surface Water,Zone Land System,Internal Transfer,Total Surface Water Outflow-CA,Agricultural Depletions-UT,Surface Diversion to Cropland-UT
UT,Surface Water Flows,Zone Surface Water,Zone Surface Water,Internal Transfer,NA,Surface Water Diversions-CA,NA
UT,Total Land Return Flow,Zone Land System,Zone Surface Water,Internal Transfer,NA,NA,Return Flow-CA
UT,Total Land Return Flow,Zone Land System,Zone Surface Water,Internal Transfer,NA,NA,Total Land Return Flow-UT
UT,Tributary Inflow,External Surface Water,Zone Surface Water,Inflow,Stream Inflow-CA,Gaged Stream Inflow-WY,NA
UT,Tributary Inflow,External Surface Water,Zone Surface Water,Inflow,Stream Inflow-CA,Gaged Surface Water Inflow-CO,NA
UT,Tributary Inflow,External Surface Water,Zone Surface Water,Inflow,Stream Inflow-CA,Ungaged Surface Water Inflow-CO,NA
UT,Tributary Inflow,External Surface Water,Zone Surface Water,Inflow,Total Inflow-CA,Gaged Stream Inflow-WY,NA
UT,Tributary Inflow,External Surface Water,Zone Surface Water,Inflow,Total Inflow-CA,Gaged Surface Water Inflow-CO,NA
UT,Tributary Inflow,External Surface Water,Zone Surface Water,Inflow,Total Inflow-CA,Ungaged Surface Water Inflow-CO,NA
UT,Tributary Inflow,External Surface Water,Zone Surface Water,Inflow,Total Surface Water Inflow-CA,Gaged Stream Inflow-WY,NA
UT,Tributary Inflow,External Surface Water,Zone Surface Water,Inflow,Total Surface Water Inflow-CA,Gaged Surface Water Inflow-CO,NA
UT,Tributary Inflow,External Surface Water,Zone Surface Water,Inflow,Total Surface Water Inflow-CA,Ungaged Surface Water Inflow-CO,NA
Wind-Bighorn River,Agricultural Consumptive Use,Zone Groundwater,Atmosphere,NA,Evapotranspiration-CA,Applied Water-CA,Agricultural Consumptive Use-WY
Wind-Bighorn River,Agricultural Consumptive Use,Zone Groundwater,Atmosphere,NA,Evapotranspiration-CA,Applied Water-CA,Agricultural Depletions-UT
Wind-Bighorn River,Agricultural Consumptive Use,Zone Groundwater,Atmosphere,NA,Evapotranspiration-CA,Applied Water-CA,Crop Consumptive Use-CO
Wind-Bighorn River,Agricultural Consumptive Use,Zone Groundwater,Atmosphere,NA,Evapotranspiration-CA,Applied Water-CA,Irrigated Agriculture Depletions-NMOSE
Wind-Bighorn River,Agricultural Consumptive Use,Zone Groundwater,Atmosphere,NA,Irrigation Surface Water Diversions-WY,Applied Water-CA,Agricultural Consumptive Use-WY
Wind-Bighorn River,Agricultural Consumptive Use,Zone Groundwater,Atmosphere,NA,Irrigation Surface Water Diversions-WY,Applied Water-CA,Agricultural Depletions-UT
Wind-Bighorn River,Agricultural Consumptive Use,Zone Groundwater,Atmosphere,NA,Irrigation Surface Water Diversions-WY,Applied Water-CA,Crop Consumptive Use-CO
Wind-Bighorn River,Agricultural Consumptive Use,Zone Groundwater,Atmosphere,NA,Irrigation Surface Water Diversions-WY,Applied Water-CA,Irrigated Agriculture Depletions-NMOSE
Wind-Bighorn River,Agricultural Consumptive Use,Zone Groundwater,Atmosphere,NA,Surface Water Diversions-CA,Applied Water-CA,Agricultural Consumptive Use-WY
Wind-Bighorn River,Agricultural Consumptive Use,Zone Groundwater,Atmosphere,NA,Surface Water Diversions-CA,Applied Water-CA,Agricultural Depletions-UT
Wind-Bighorn River,Agricultural Consumptive Use,Zone Groundwater,Atmosphere,NA,Surface Water Diversions-CA,Applied Water-CA,Crop Consumptive Use-CO
Wind-Bighorn River,Agricultural Consumptive Use,Zone Groundwater,Atmosphere,NA,Surface Water Diversions-CA,Applied Water-CA,Irrigated Agriculture Depletions-NMOSE
Wind-Bighorn River,Agricultural Consumptive Use,Zone Groundwater,Atmosphere,NA,Total Diversions-WY,Applied Water-CA,Agricultural Consumptive Use-WY
Wind-Bighorn River,Agricultural Consumptive Use,Zone Groundwater,Atmosphere,NA,Total Diversions-WY,Applied Water-CA,Agricultural Depletions-UT
Wind-Bighorn River,Agricultural Consumptive Use,Zone Groundwater,Atmosphere,NA,Total Diversions-WY,Applied Water-CA,Crop Consumptive Use-CO
Wind-Bighorn River,Agricultural Consumptive Use,Zone Groundwater,Atmosphere,NA,Total Diversions-WY,Applied Water-CA,Irrigated Agriculture Depletions-NMOSE
Wind-Bighorn River,Agricultural Consumptive Use,Zone Groundwater,Atmosphere,NA,Total Land System Outflow-CA,Applied Water-CA,Agricultural Consumptive Use-WY
Wind-Bighorn River,Agricultural Consumptive Use,Zone Groundwater,Atmosphere,NA,Total Land System Outflow-CA,Applied Water-CA,Agricultural Depletions-UT
Wind-Bighorn River,Agricultural Consumptive Use,Zone Groundwater,Atmosphere,NA,Total Land System Outflow-CA,Applied Water-CA,Crop Consumptive Use-CO
Wind-Bighorn River,Agricultural Consumptive Use,Zone Groundwater,Atmosphere,NA,Total Land System Outflow-CA,Applied Water-CA,Irrigated Agriculture Depletions-NMOSE
Wind-Bighorn River,Agricultural Consumptive Use,Zone Groundwater,Atmosphere,NA,Total Surface Water Inflow-CA,Applied Water-CA,Agricultural Consumptive Use-WY
Wind-Bighorn River,Agricultural Consumptive Use,Zone Groundwater,Atmosphere,NA,Total Surface Water Inflow-CA,Applied Water-CA,Agricultural Depletions-UT
Wind-Bighorn River,Agricultural Consumptive Use,Zone Groundwater,Atmosphere,NA,Total Surface Water Inflow-CA,Applied Water-CA,Crop Consumptive Use-CO
Wind-Bighorn River,Agricultural Consumptive Use,Zone Groundwater,Atmosphere,NA,Total Surface Water Inflow-CA,Applied Water-CA,Irrigated Agriculture Depletions-NMOSE
Wind-Bighorn River,Agricultural Consumptive Use,Zone Groundwater,Atmosphere,NA,Total Surface Water Outflow-CA,Applied Water-CA,Agricultural Consumptive Use-WY
Wind-Bighorn River,Agricultural Consumptive Use,Zone Groundwater,Atmosphere,NA,Total Surface Water Outflow-CA,Applied Water-CA,Agricultural Depletions-UT
Wind-Bighorn River,Agricultural Consumptive Use,Zone Groundwater,Atmosphere,NA,Total Surface Water Outflow-CA,Applied Water-CA,Crop Consumptive Use-CO
Wind-Bighorn River,Agricultural Consumptive Use,Zone Groundwater,Atmosphere,NA,Total Surface Water Outflow-CA,Applied Water-CA,Irrigated Agriculture Depletions-NMOSE
Wind-Bighorn River,Agricultural Consumptive Use,Zone Surface Water,Atmosphere,NA,Evapotranspiration-CA,Applied Water-CA,Agricultural Consumptive Use-WY
Wind-Bighorn River,Agricultural Consumptive Use,Zone Surface Water,Atmosphere,NA,Evapotranspiration-CA,Applied Water-CA,Agricultural Depletions-UT
Wind-Bighorn River,Agricultural Consumptive Use,Zone Surface Water,Atmosphere,NA,Evapotranspiration-CA,Applied Water-CA,Crop Consumptive Use-CO
Wind-Bighorn River,Agricultural Consumptive Use,Zone Surface Water,Atmosphere,NA,Evapotranspiration-CA,Applied Water-CA,Irrigated Agriculture Depletions-NMOSE
Wind-Bighorn River,Agricultural Consumptive Use,Zone Surface Water,Atmosphere,NA,Irrigation Surface Water Diversions-WY,Applied Water-CA,Agricultural Consumptive Use-WY
Wind-Bighorn River,Agricultural Consumptive Use,Zone Surface Water,Atmosphere,NA,Irrigation Surface Water Diversions-WY,Applied Water-CA,Agricultural Depletions-UT
Wind-Bighorn River,Agricultural Consumptive Use,Zone Surface Water,Atmosphere,NA,Irrigation Surface Water Diversions-WY,Applied Water-CA,Crop Consumptive Use-CO
Wind-Bighorn River,Agricultural Consumptive Use,Zone Surface Water,Atmosphere,NA,Irrigation Surface Water Diversions-WY,Applied Water-CA,Irrigated Agriculture Depletions-NMOSE
Wind-Bighorn River,Agricultural Consumptive Use,Zone Surface Water,Atmosphere,NA,Surface Water Diversions-CA,Applied Water-CA,Agricultural Consumptive Use-WY
Wind-Bighorn River,Agricultural Consumptive Use,Zone Surface Water,Atmosphere,NA,Surface Water Diversions-CA,Applied Water-CA,Agricultural Depletions-UT
Wind-Bighorn River,Agricultural Consumptive Use,Zone Surface Water,Atmosphere,NA,Surface Water Diversions-CA,Applied Water-CA,Crop Consumptive Use-CO
Wind-Bighorn River,Agricultural Consumptive Use,Zone Surface Water,Atmosphere,NA,Surface Water Diversions-CA,Applied Water-CA,Irrigated Agriculture Depletions-NMOSE
Wind-Bighorn River,Agricultural Consumptive Use,Zone Surface Water,Atmosphere,NA,Total Diversions-WY,Applied Water-CA,Agricultural Consumptive Use-WY
Wind-Bighorn River,Agricultural Consumptive Use,Zone Surface Water,Atmosphere,NA,Total Diversions-WY,Applied Water-CA,Agricultural Depletions-UT
Wind-Bighorn River,Agricultural Consumptive Use,Zone Surface Water,Atmosphere,NA,Total Diversions-WY,Applied Water-CA,Crop Consumptive Use-CO
Wind-Bighorn River,Agricultural Consumptive Use,Zone Surface Water,Atmosphere,NA,Total Diversions-WY,Applied Water-CA,Irrigated Agriculture Depletions-NMOSE
Wind-Bighorn River,Agricultural Consumptive Use,Zone Surface Water,Atmosphere,NA,Total Land System Outflow-CA,Applied Water-CA,Agricultural Consumptive Use-WY
Wind-Bighorn River,Agricultural Consumptive Use,Zone Surface Water,Atmosphere,NA,Total Land System Outflow-CA,Applied Water-CA,Agricultural Depletions-UT
Wind-Bighorn River,Agricultural Consumptive Use,Zone Surface Water,Atmosphere,NA,Total Land System Outflow-CA,Applied Water-CA,Crop Consumptive Use-CO
Wind-Bighorn River,Agricultural Consumptive Use,Zone Surface Water,Atmosphere,NA,Total Land System Outflow-CA,Applied Water-CA,Irrigated Agriculture Depletions-NMOSE
Wind-Bighorn River,Agricultural Consumptive Use,Zone Surface Water,Atmosphere,NA,Total Surface Water Inflow-CA,Applied Water-CA,Agricultural Consumptive Use-WY
Wind-Bighorn River,Agricultural Consumptive Use,Zone Surface Water,Atmosphere,NA,Total Surface Water Inflow-CA,Applied Water-CA,Agricultural Depletions-UT
Wind-Bighorn River,Agricultural Consumptive Use,Zone Surface Water,Atmosphere,NA,Total Surface Water Inflow-CA,Applied Water-CA,Crop Consumptive Use-CO
Wind-Bighorn River,Agricultural Consumptive Use,Zone Surface Water,Atmosphere,NA,Total Surface Water Inflow-CA,Applied Water-CA,Irrigated Agriculture Depletions-NMOSE
Wind-Bighorn River,Agricultural Consumptive Use,Zone Surface Water,Atmosphere,NA,Total Surface Water Outflow-CA,Applied Water-CA,Agricultural Consumptive Use-WY
Wind-Bighorn River,Agricultural Consumptive Use,Zone Surface Water,Atmosphere,NA,Total Surface Water Outflow-CA,Applied Water-CA,Agricultural Depletions-UT
Wind-Bighorn River,Agricultural Consumptive Use,Zone Surface Water,Atmosphere,NA,Total Surface Water Outflow-CA,Applied Water-CA,Crop Consumptive Use-CO
Wind-Bighorn River,Agricultural Consumptive Use,Zone Surface Water,Atmosphere,NA,Total Surface Water Outflow-CA,Applied Water-CA,Irrigated Agriculture Depletions-NMOSE
Wind-Bighorn River,Domestic Total Use,Zone Groundwater,Zone Land System,NA,Applied Water-CA,Public Water Supply-NMOSE,NA
Wind-Bighorn River,Domestic Total Use,Zone Groundwater,Zone Land System,NA,Total Land System Inflow-CA,Public Water Supply-NMOSE,NA
Wind-Bighorn River,Industrial Consumptive Use,Zone Groundwater,Atmosphere,Outflow,Applied Water-CA,Groundwater Extraction-CA,NA
Wind-Bighorn River,Industrial Consumptive Use,Zone Groundwater,Atmosphere,Outflow,Applied Water-CA,Industrial-NMOSE,NA
Wind-Bighorn River,Industrial Consumptive Use,Zone Groundwater,Atmosphere,Outflow,Applied Water-CA,Industrial: Coalbed Methand Production-WY,NA
Wind-Bighorn River,Industrial Consumptive Use,Zone Groundwater,Atmosphere,Outflow,Applied Water-CA,Industrial: Electrical Generation-WY,NA
Wind-Bighorn River,Industrial Consumptive Use,Zone Groundwater,Atmosphere,Outflow,Applied Water-CA,Industrial: Mine Production-WY,NA
Wind-Bighorn River,Industrial Consumptive Use,Zone Groundwater,Atmosphere,Outflow,Applied Water-CA,Industrial: Miscellaneous-WY,NA
Wind-Bighorn River,Industrial Consumptive Use,Zone Groundwater,Atmosphere,Outflow,Applied Water-CA,Industrial: Natural Gas-WY,NA
Wind-Bighorn River,Industrial Consumptive Use,Zone Groundwater,Atmosphere,Outflow,Applied Water-CA,Industrial: Oil and Gas-WY,NA
Wind-Bighorn River,Industrial Consumptive Use,Zone Groundwater,Atmosphere,Outflow,Applied Water-CA,Mining-NMOSE,NA
Wind-Bighorn River,Industrial Consumptive Use,Zone Groundwater,Atmosphere,Outflow,Applied Water-CA,Municipal and Industrial Depeltion-UT,NA
Wind-Bighorn River,Industrial Consumptive Use,Zone Groundwater,Atmosphere,Outflow,Applied Water-CA,Municipal and Industrial Diversions-UT,NA
Wind-Bighorn River,Industrial Consumptive Use,Zone Groundwater,Atmosphere,Outflow,Applied Water-CA,Power-NMOSE,NA
Wind-Bighorn River,Industrial Consumptive Use,Zone Groundwater,Atmosphere,Outflow,Applied Water-CA,Surface Water Diversions-CA,NA
Wind-Bighorn River,Industrial Consumptive Use,Zone Groundwater,Atmosphere,Outflow,Municipal and Industrial Consumptive Use-CO,Groundwater Extraction-CA,NA
Wind-Bighorn River,Industrial Consumptive Use,Zone Groundwater,Atmosphere,Outflow,Municipal and Industrial Consumptive Use-CO,Industrial-NMOSE,NA
Wind-Bighorn River,Industrial Consumptive Use,Zone Groundwater,Atmosphere,Outflow,Municipal and Industrial Consumptive Use-CO,Industrial: Coalbed Methand Production-WY,NA
Wind-Bighorn River,Industrial Consumptive Use,Zone Groundwater,Atmosphere,Outflow,Municipal and Industrial Consumptive Use-CO,Industrial: Electrical Generation-WY,NA
Wind-Bighorn River,Industrial Consumptive Use,Zone Groundwater,Atmosphere,Outflow,Municipal and Industrial Consumptive Use-CO,Industrial: Mine Production-WY,NA
Wind-Bighorn River,Industrial Consumptive Use,Zone Groundwater,Atmosphere,Outflow,Municipal and Industrial Consumptive Use-CO,Industrial: Miscellaneous-WY,NA
Wind-Bighorn River,Industrial Consumptive Use,Zone Groundwater,Atmosphere,Outflow,Municipal and Industrial Consumptive Use-CO,Industrial: Natural Gas-WY,NA
Wind-Bighorn River,Industrial Consumptive Use,Zone Groundwater,Atmosphere,Outflow,Municipal and Industrial Consumptive Use-CO,Industrial: Oil and Gas-WY,NA
Wind-Bighorn River,Industrial Consumptive Use,Zone Groundwater,Atmosphere,Outflow,Municipal and Industrial Consumptive Use-CO,Mining-NMOSE,NA
Wind-Bighorn River,Industrial Consumptive Use,Zone Groundwater,Atmosphere,Outflow,Municipal and Industrial Consumptive Use-CO,Municipal and Industrial Depeltion-UT,NA
Wind-Bighorn River,Industrial Consumptive Use,Zone Groundwater,Atmosphere,Outflow,Municipal and Industrial Consumptive Use-CO,Municipal and Industrial Diversions-UT,NA
Wind-Bighorn River,Industrial Consumptive Use,Zone Groundwater,Atmosphere,Outflow,Municipal and Industrial Consumptive Use-CO,Power-NMOSE,NA
Wind-Bighorn River,Industrial Consumptive Use,Zone Groundwater,Atmosphere,Outflow,Municipal and Industrial Consumptive Use-CO,Surface Water Diversions-CA,NA
Wind-Bighorn River,Industrial Consumptive Use,Zone Groundwater,Atmosphere,Outflow,Total Land System Inflow-CA,Groundwater Extraction-CA,NA
Wind-Bighorn River,Industrial Consumptive Use,Zone Groundwater,Atmosphere,Outflow,Total Land System Inflow-CA,Industrial-NMOSE,NA
Wind-Bighorn River,Industrial Consumptive Use,Zone Groundwater,Atmosphere,Outflow,Total Land System Inflow-CA,Industrial: Coalbed Methand Production-WY,NA
Wind-Bighorn River,Industrial Consumptive Use,Zone Groundwater,Atmosphere,Outflow,Total Land System Inflow-CA,Industrial: Electrical Generation-WY,NA
Wind-Bighorn River,Industrial Consumptive Use,Zone Groundwater,Atmosphere,Outflow,Total Land System Inflow-CA,Industrial: Mine Production-WY,NA
Wind-Bighorn River,Industrial Consumptive Use,Zone Groundwater,Atmosphere,Outflow,Total Land System Inflow-CA,Industrial: Miscellaneous-WY,NA
Wind-Bighorn River,Industrial Consumptive Use,Zone Groundwater,Atmosphere,Outflow,Total Land System Inflow-CA,Industrial: Natural Gas-WY,NA
Wind-Bighorn River,Industrial Consumptive Use,Zone Groundwater,Atmosphere,Outflow,Total Land System Inflow-CA,Industrial: Oil and Gas-WY,NA
Wind-Bighorn River,Industrial Consumptive Use,Zone Groundwater,Atmosphere,Outflow,Total Land System Inflow-CA,Mining-NMOSE,NA
Wind-Bighorn River,Industrial Consumptive Use,Zone Groundwater,Atmosphere,Outflow,Total Land System Inflow-CA,Municipal and Industrial Depeltion-UT,NA
Wind-Bighorn River,Industrial Consumptive Use,Zone Groundwater,Atmosphere,Outflow,Total Land System Inflow-CA,Municipal and Industrial Diversions-UT,NA
Wind-Bighorn River,Industrial Consumptive Use,Zone Groundwater,Atmosphere,Outflow,Total Land System Inflow-CA,Power-NMOSE,NA
Wind-Bighorn River,Industrial Consumptive Use,Zone Groundwater,Atmosphere,Outflow,Total Land System Inflow-CA,Surface Water Diversions-CA,NA
Wind-Bighorn River,Industrial Consumptive Use,Zone Surface Water,Atmosphere,Outflow,Applied Water-CA,Groundwater Extraction-CA,NA
